contract,category,text,answer_start
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"In the event EKR exercises the Step-in Right, PPI shall, at EKR's cost and expense, cooperate in the exercise of such rights and EKR shall reimburse PPI for the reasonable costs PPI incurs in assisting EKR in the exercise of such rights within thirty (30) days of EKR's receipt of invoice.",105174.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"In the event that this Agreement is terminated by PPI in accordance with Section 16.1 or EKR in accordance with Section 16.3(b), EKR and its Affiliates, sub-distributors and sub-licensees shall be entitled to continue to sell",101867.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"(b) the following provisions of this Agreement shall continue in full force and effect: Article 1 (""Definitions""), Section 3.20(k), Section 3.20(l), Article 9 (""Representations and Warranties""), Article 10 (""Liability, Insurance and Indemnities"") (excluding Section 10.6 (""Insurance"")), Article 11 (""Confidentiality, Press Releases and Publications""), Article 13 (""Infringement of Third Party Rights""), Section 16.4 (""Effect of Termination""), Article 17 (""Consequences of Termination""), Article 18 (""Force Majeure""), Article 19 (""Notices""), Article 20 (""Assignment and Change of Control"") and Article 21 (""General Provisions""); (c) EKR shall return to PPI all PPI IP in its possession; (d) EKR shall assign to PPI free of charge any domain name registrations it has registered pursuant to Section 8.5; and (e) Except in the event of termination of this Agreement by EKR pursuant to Section 16.1(a), EKR shall promptly transfer to PPI or its nominee, each and every Marketing Authorization (to the extent not held by PPI) relating to the Product, together with all communications with the relevant Regulatory Authorities, and all notes and record thereof.",100082.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"During the Term, in the event EKR has the right to terminate this Agreement under Section 16.1(a) - (i) hereof (the ""Step-in Right Trigger Event""), and EKR does not exercise its right to terminate this Agreement under such Section, EKR shall have the option to exercise step-in rights to manufacture the Product for the remainder of the Term (the ""Step-in Right"") by providing PPI written notice of such election within ninety (90) days after the Step-in Right Trigger Event (or such longer period as mutually agreed by the Parties) (the ""Step-in Right Notice""); provided that in the event such Step-in Right Trigger Event has been cured prior to EKR's exercise of the Step-in Right, the Step-in Right shall terminate with respect to such Step-in Right Trigger Event. The Step-in Right Notice shall specify the date which EKR intends to exercise the rights associated with the Step-in Right.",104268.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"Where this Agreement has expired or has been terminated for any reason other than by PPI in accordance with Section 16.1 or EKR in accordance with Section 16.3(b), EKR and its Affiliates and sub-distributors and sales agents shall be entitled to continue to sell existing stocks of the Product in the Territory for a period of not longer than 12 months following the date of termination, provided that, EKR continues to make any Royalty payments due to PPI in respect of such sales in accordance with the provisions of this Agreement.",101290.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"PPI shall provide such advice as necessary for EKR to arrange for an alternative manufacturer and shall provide EKR with access to all relevant PPI Know-How, and any other information necessary for EKR to transfer such manufacturing to an alternate manufacturer.",103639.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,Such insurance shall be with a reputable insurance company and where reasonably possible (taking into account the availability of such insurance) shall be maintained for not less than [**] ([**]) years following the expiry or termination of this Agreement.,82591.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"In addition, PPI shall during the remainder of the Term and for a period of up to [**] ([**]) years thereafter continue to manufacture and supply the Product to EKR at cost without mark-up until such time that EKR can secure an FDA approved manufacturing facility for the Product",103356.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"Notwithstanding anything contained herein to the contrary, in the event that EKR is entitled to exercise its right to terminate this Agreement pursuant to Section 16.1(a), in addition to the right to terminate as provided therein and any other remedies EKR may have hereunder, PPI shall assist EKR in the transfer of the manufacture of the Products, including the Specifications from PPI to EKR or EKR's designee.",102577.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"assigned to EKR all of PPI's right, title and interest under that certain Commercial Outsourcing Services Agreement between PPI (f/k/a SkyePharma, Inc.) and Integrated Commercialization Solutions, Inc. (""ICS"") dated April 3, 2007 (the ""ICS Agreement""), and EKR has assumed all obligations and liabilities under the ICS Agreement arising after the Effective Date.",27979.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"In addition, (i) PPI shall transfer to EKR any Marketing Authorizations held by PPI and (ii) the Trademark license granted under Section 2.3 shall continue in effect following such termination on a perpetual basis and EKR shall be responsible for all costs associated with the maintenance of such Trademark.",103903.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"The Step-in Right shall include, without limitation, and to the extent allowable under Applicable Law, PPI's grant to EKR of such additional license rights, rights of access, rights of observation and rights of management, direction and control, in each case solely with respect to the manufacture and supply of Product and as reasonably necessary to enable and permit EKR (or EKR's designee) to ensure that the supply of Product shall continue to be available to EKR under this Agreement and the Supply Agreement; provided that EKR in exercising the Step-in Right shall not (i) unreasonably interfere with PPI's other activities at the facilities at which the Product is manufactured, tested, labeled, stored or",105473.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"In such event, the Royalty payments payable hereunder shall continue to be paid; provided, however, that all costs incurred by EKR in the transfer of manufacturing information from PPI and obtaining FDA approval of the manufacture of the Products by EKR or EKR's designee, and any other amounts due to EKR, shall be deducted from any royalties payable to PPI.",102993.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"EKR shall maintain and shall procure the maintenance of accurate and up to date records and books of account showing the quantity, description and value of the Products supplied in each country of the Territory during the previous six (6) Calendar Years.",64846.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"Upon termination of this Agreement for any reason except as set forth in Section 17.4 below (and, if applicable, in respect of that country in respect of which termination occurs):",99578.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"existing stocks of the Product in the Territory for so long as PPI deems necessary to ensure that sale of the Product is not disrupted provided that EKR and its Affiliates shall cease such sale immediately upon notification from PPI and in any event EKR shall not so sell for a period of longer than three (3) months following the date of termination. Immediately upon notification from PPI, such post termination sales shall cease.",102111.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"otherwise handled (""Product Facilities"") or (ii) require PPI to take any action or fail to take any action that does or could reasonably be expected to interfere with PPI's other activities at the Product Facilities.",106211.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Post-Termination Services,"The Parties acknowledge that effective upon the termination or expiration of the Transition Services and Inventory Agreement, PPI has",27823.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Audit Rights,"Upon completion of such inspection, PPI shall not be entitled to inspect nor shall EKR be required to make available the records and books for any Calendar Year for which such inspection was previously undertaken.",65583.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Audit Rights,and books referred to in Section 7.2.,65306.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Audit Rights,"EKR shall during business hours, on no less than 14 day's notice from PPI and not more than once in any Calendar Year, make available for inspection the records",65121.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Audit Rights,Such inspection shall be undertaken by an independent auditor appointed by PPI and reasonably acceptable to EKR for the purpose of verifying the accuracy of any statement or report given by EKR to PPI and/or the amount of Royalties due.,65344.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Audit Rights,"(b) from time to time consult with PPI's representatives for the purpose of assessing the state of the market in each country of the Territory and permit representatives of PPI, on reasonable prior notice, to inspect any premises or documents used in connection with the marketing, distribution and sale of the Products;",46582.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Audit Rights,"In connection with the promotion, marketing and sale of the Product, EKR shall, without limitation:",46269.0
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT ",Uncapped Liability,however that such limitation shall not apply to the extent that EKR or any EKR Indemnified Party is required to pay in excess of such amount to a third party in respect of a final judgment or order obtained by the third party or as a result of PPI's breach of Section 7.2.12 of the Supply Agreement.,84207.0
